id,filename,format,sample_rate,baud_rate,sps,modulation,fec_type,interleaver_depth,cfo_hz,snr_db,payload_type,payload_len_bytes,payload_ascii,payload_hex
WAV_041,capture_041.wav,wav,200000.0,50000.0,4.0,16-QAM,"RS(255,223)",1,-226.94,27.62,PLAINTEXT,219,WEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT_VIS_9999_SKC_TEMP_28_DP_22_QNH_1012_NOSIGWEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT_VIS_9999_SKC_TEMP_28_DP_22_QNH_1012_NOSIGWEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT,574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b545f5649535f393939395f534b435f54454d505f32385f44505f32325f514e485f313031325f4e4f534947574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b545f5649535f393939395f534b435f54454d505f32385f44505f32325f514e485f313031325f4e4f534947574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b54
WAV_042,capture_042.wav,wav,200000.0,50000.0,4.0,2-FSK,"CONV+RS(255,223)",4,204.0,28.67,PLAINTEXT,245,TELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BUS_OKTELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BUS_OKTELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BU,54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255535f4f4b54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255535f4f4b54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255
WAV_043,capture_043.wav,wav,200000.0,50000.0,4.0,4-FSK,LDPC,1,-201.5,28.44,PLAINTEXT,91,RADAR_TRACK_REPORT_AZ_045_EL_12_RNG_85KM: DOPPLER_FREQ_SHIFT_320HZ_CONFIRM_FRIENDLY_WAV_043,52414441525f545241434b5f5245504f52545f415a5f3034355f454c5f31325f524e475f38354b4d3a20444f50504c45525f465245515f53484946545f333230485a5f434f4e4649524d5f465249454e444c595f5741565f303433
WAV_044,capture_044.wav,wav,200000.0,50000.0,4.0,2-FSK,NONE,1,-232.98,27.08,PLAINTEXT,90,GROUND_STATION_TELEMETRY_LINK_SYNC: FRAME_SEQ_10482_RSSI_NEG72DBM_SNR_24DB_LOCK_OK_WAV_044,47524f554e445f53544154494f4e5f54454c454d455452595f4c494e4b5f53594e433a204652414d455f5345515f31303438325f525353495f4e4547373244424d5f534e525f323444425f4c4f434b5f4f4b5f5741565f303434
WAV_045,capture_045.wav,wav,200000.0,50000.0,4.0,4-FSK,CONV,1,-279.63,23.22,ENCRYPTED,64,,84a88e7915607b7f1ce1c22676111fe939de2443902ec7bdf81bd577072695d9f5815117440d38722414acd45eb8dc6668c60bf65ad4a9e43c96b7c625e13fb9
WAV_046,capture_046.wav,wav,200000.0,50000.0,4.0,BPSK,"RS(255,223)",4,-191.9,30.27,PLAINTEXT,219,UHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_ID_7781_MODULATION_LOCKED_CRC32_OKUHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_ID_7781_MODULATION_LOCKED_CRC32_OKUHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_I,5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49445f373738315f4d4f44554c4154494f4e5f4c4f434b45445f43524333325f4f4b5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49445f373738315f4d4f44554c4154494f4e5f4c4f434b45445f43524333325f4f4b5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49
WAV_047,capture_047.wav,wav,200000.0,50000.0,4.0,QPSK,"CONV+RS(255,223)",8,-523.51,29.41,PLAINTEXT,245,TACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_ALL_SYSTEMS_GOTACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_ALL_SYSTEMS_GOTACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_A,544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f414c4c5f53595354454d535f474f544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f414c4c5f53595354454d535f474f544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f41
WAV_048,capture_048.wav,wav,200000.0,50000.0,4.0,8PSK,LDPC,1,-65.4,22.17,PLAINTEXT,95,ACARS_AERODROME_FLIGHT_IX204: POSITION_LAT_28.6139_LON_77.2090_ALT_34000FT_SPEED_480KTS_WAV_048,41434152535f4145524f44524f4d455f464c494748545f49583230343a20504f534954494f4e5f4c41545f32382e363133395f4c4f4e5f37372e323039305f414c545f333430303046545f53504545445f3438304b54535f5741565f303438
WAV_049,capture_049.wav,wav,200000.0,50000.0,4.0,16-QAM,NONE,1,594.81,26.88,PLAINTEXT,93,COSPAS_SARSAT_EMERGENCY_LOCATOR_HEX_A3F982B001: LAT_12.9716_LON_77.5946_STATUS_ACTIVE_WAV_049,434f535041535f5341525341545f454d455247454e43595f4c4f4341544f525f4845585f413346393832423030313a204c41545f31322e393731365f4c4f4e5f37372e353934365f5354415455535f4143544956455f5741565f303439
WAV_050,capture_050.wav,wav,200000.0,50000.0,4.0,BPSK,CONV,1,289.11,25.24,ENCRYPTED,64,,f323530b7693605ba7254d251fc2af27415fe5671e95a4a4ab4251f43f51831fafdce182c0ca8ffffdd27f1ef3a4041ecbdcd35e4e0eb8ce0d8482a016e9789f
WAV_051,capture_051.wav,wav,200000.0,50000.0,4.0,QPSK,"RS(255,223)",8,460.65,23.11,PLAINTEXT,219,WEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT_VIS_9999_SKC_TEMP_28_DP_22_QNH_1012_NOSIGWEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT_VIS_9999_SKC_TEMP_28_DP_22_QNH_1012_NOSIGWEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT,574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b545f5649535f393939395f534b435f54454d505f32385f44505f32325f514e485f313031325f4e4f534947574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b545f5649535f393939395f534b435f54454d505f32385f44505f32325f514e485f313031325f4e4f534947574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b54
WAV_052,capture_052.wav,wav,200000.0,50000.0,4.0,8PSK,"CONV+RS(255,223)",16,530.16,28.01,PLAINTEXT,245,TELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BUS_OKTELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BUS_OKTELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BU,54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255535f4f4b54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255535f4f4b54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255
WAV_053,capture_053.wav,wav,200000.0,50000.0,4.0,16-QAM,LDPC,1,-560.23,30.17,PLAINTEXT,91,RADAR_TRACK_REPORT_AZ_045_EL_12_RNG_85KM: DOPPLER_FREQ_SHIFT_320HZ_CONFIRM_FRIENDLY_WAV_053,52414441525f545241434b5f5245504f52545f415a5f3034355f454c5f31325f524e475f38354b4d3a20444f50504c45525f465245515f53484946545f333230485a5f434f4e4649524d5f465249454e444c595f5741565f303533
WAV_054,capture_054.wav,wav,200000.0,50000.0,4.0,BPSK,NONE,1,367.61,20.61,PLAINTEXT,90,GROUND_STATION_TELEMETRY_LINK_SYNC: FRAME_SEQ_10482_RSSI_NEG72DBM_SNR_24DB_LOCK_OK_WAV_054,47524f554e445f53544154494f4e5f54454c454d455452595f4c494e4b5f53594e433a204652414d455f5345515f31303438325f525353495f4e4547373244424d5f534e525f323444425f4c4f434b5f4f4b5f5741565f303534
WAV_055,capture_055.wav,wav,200000.0,50000.0,4.0,QPSK,CONV,1,172.41,29.68,ENCRYPTED,64,,768df69fbeb1ce7e06cdc18deda7322154b44611204323da32d31dcefcc0e5d22d37fb4abf2ccb8e87d1d6537dac69d4feb460db24c62c1d24984df2463a8f0d
WAV_056,capture_056.wav,wav,200000.0,50000.0,4.0,8PSK,"RS(255,223)",16,234.37,28.06,PLAINTEXT,219,UHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_ID_7781_MODULATION_LOCKED_CRC32_OKUHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_ID_7781_MODULATION_LOCKED_CRC32_OKUHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_I,5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49445f373738315f4d4f44554c4154494f4e5f4c4f434b45445f43524333325f4f4b5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49445f373738315f4d4f44554c4154494f4e5f4c4f434b45445f43524333325f4f4b5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49
WAV_057,capture_057.wav,wav,200000.0,50000.0,4.0,16-QAM,"CONV+RS(255,223)",1,-126.87,29.61,PLAINTEXT,245,TACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_ALL_SYSTEMS_GOTACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_ALL_SYSTEMS_GOTACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_A,544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f414c4c5f53595354454d535f474f544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f414c4c5f53595354454d535f474f544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f41
WAV_058,capture_058.wav,wav,200000.0,50000.0,4.0,2-FSK,LDPC,1,257.05,33.76,PLAINTEXT,95,ACARS_AERODROME_FLIGHT_IX204: POSITION_LAT_28.6139_LON_77.2090_ALT_34000FT_SPEED_480KTS_WAV_058,41434152535f4145524f44524f4d455f464c494748545f49583230343a20504f534954494f4e5f4c41545f32382e363133395f4c4f4e5f37372e323039305f414c545f333430303046545f53504545445f3438304b54535f5741565f303538
WAV_059,capture_059.wav,wav,200000.0,50000.0,4.0,4-FSK,NONE,1,-542.06,32.88,PLAINTEXT,93,COSPAS_SARSAT_EMERGENCY_LOCATOR_HEX_A3F982B001: LAT_12.9716_LON_77.5946_STATUS_ACTIVE_WAV_059,434f535041535f5341525341545f454d455247454e43595f4c4f4341544f525f4845585f413346393832423030313a204c41545f31322e393731365f4c4f4e5f37372e353934365f5354415455535f4143544956455f5741565f303539
WAV_060,capture_060.wav,wav,200000.0,50000.0,4.0,2-FSK,CONV,1,191.46,26.01,ENCRYPTED,64,,191d93499bd14623c741037035d6fbd103da821c1057861190404d4f205b8b42d376324e8b9a80ba6d2a5bffe19b22d28787524c3fa455754dd05578b257acf4
WAV_061,capture_061.wav,wav,200000.0,50000.0,4.0,4-FSK,"RS(255,223)",1,-477.53,33.96,PLAINTEXT,219,WEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT_VIS_9999_SKC_TEMP_28_DP_22_QNH_1012_NOSIGWEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT_VIS_9999_SKC_TEMP_28_DP_22_QNH_1012_NOSIGWEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT,574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b545f5649535f393939395f534b435f54454d505f32385f44505f32325f514e485f313031325f4e4f534947574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b545f5649535f393939395f534b435f54454d505f32385f44505f32325f514e485f313031325f4e4f534947574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b54
WAV_062,capture_062.wav,wav,200000.0,50000.0,4.0,BPSK,"CONV+RS(255,223)",4,-401.55,25.17,PLAINTEXT,245,TELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BUS_OKTELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BUS_OKTELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BU,54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255535f4f4b54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255535f4f4b54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255
WAV_063,capture_063.wav,wav,200000.0,50000.0,4.0,QPSK,LDPC,1,491.27,31.94,PLAINTEXT,91,RADAR_TRACK_REPORT_AZ_045_EL_12_RNG_85KM: DOPPLER_FREQ_SHIFT_320HZ_CONFIRM_FRIENDLY_WAV_063,52414441525f545241434b5f5245504f52545f415a5f3034355f454c5f31325f524e475f38354b4d3a20444f50504c45525f465245515f53484946545f333230485a5f434f4e4649524d5f465249454e444c595f5741565f303633
WAV_064,capture_064.wav,wav,200000.0,50000.0,4.0,8PSK,NONE,1,453.91,20.73,PLAINTEXT,90,GROUND_STATION_TELEMETRY_LINK_SYNC: FRAME_SEQ_10482_RSSI_NEG72DBM_SNR_24DB_LOCK_OK_WAV_064,47524f554e445f53544154494f4e5f54454c454d455452595f4c494e4b5f53594e433a204652414d455f5345515f31303438325f525353495f4e4547373244424d5f534e525f323444425f4c4f434b5f4f4b5f5741565f303634
WAV_065,capture_065.wav,wav,200000.0,50000.0,4.0,16-QAM,CONV,1,300.65,29.69,ENCRYPTED,64,,158680d4eb89e78bc161c78390b1bcdc14768b0775aad14bab3cbbb03a0595310f03d62fd86bc01903256fdb43bbbba33c1de955b841b5e8bc58d70db2d0a332
WAV_066,capture_066.wav,wav,200000.0,50000.0,4.0,BPSK,"RS(255,223)",4,-219.26,25.58,PLAINTEXT,219,UHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_ID_7781_MODULATION_LOCKED_CRC32_OKUHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_ID_7781_MODULATION_LOCKED_CRC32_OKUHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_I,5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49445f373738315f4d4f44554c4154494f4e5f4c4f434b45445f43524333325f4f4b5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49445f373738315f4d4f44554c4154494f4e5f4c4f434b45445f43524333325f4f4b5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49
WAV_067,capture_067.wav,wav,200000.0,50000.0,4.0,QPSK,"CONV+RS(255,223)",8,347.88,33.32,PLAINTEXT,245,TACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_ALL_SYSTEMS_GOTACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_ALL_SYSTEMS_GOTACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_A,544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f414c4c5f53595354454d535f474f544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f414c4c5f53595354454d535f474f544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f41
WAV_068,capture_068.wav,wav,200000.0,50000.0,4.0,8PSK,LDPC,1,-113.07,25.36,PLAINTEXT,95,ACARS_AERODROME_FLIGHT_IX204: POSITION_LAT_28.6139_LON_77.2090_ALT_34000FT_SPEED_480KTS_WAV_068,41434152535f4145524f44524f4d455f464c494748545f49583230343a20504f534954494f4e5f4c41545f32382e363133395f4c4f4e5f37372e323039305f414c545f333430303046545f53504545445f3438304b54535f5741565f303638
WAV_069,capture_069.wav,wav,200000.0,50000.0,4.0,16-QAM,NONE,1,-99.58,26.81,PLAINTEXT,93,COSPAS_SARSAT_EMERGENCY_LOCATOR_HEX_A3F982B001: LAT_12.9716_LON_77.5946_STATUS_ACTIVE_WAV_069,434f535041535f5341525341545f454d455247454e43595f4c4f4341544f525f4845585f413346393832423030313a204c41545f31322e393731365f4c4f4e5f37372e353934365f5354415455535f4143544956455f5741565f303639
WAV_070,capture_070.wav,wav,200000.0,50000.0,4.0,BPSK,CONV,1,-269.97,24.95,ENCRYPTED,64,,765177d7eb9bf6e39e52ad378170d7bf4764a59fcb0f9dea799b6edde9cfa8168505d1d1a614e3792c50b72aacfdf4cfcc01c8d3243e2c8c1e50104d913f6bf4
WAV_071,capture_071.wav,wav,200000.0,50000.0,4.0,QPSK,"RS(255,223)",8,-91.82,28.55,PLAINTEXT,219,WEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT_VIS_9999_SKC_TEMP_28_DP_22_QNH_1012_NOSIGWEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT_VIS_9999_SKC_TEMP_28_DP_22_QNH_1012_NOSIGWEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT,574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b545f5649535f393939395f534b435f54454d505f32385f44505f32325f514e485f313031325f4e4f534947574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b545f5649535f393939395f534b435f54454d505f32385f44505f32325f514e485f313031325f4e4f534947574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b54
WAV_072,capture_072.wav,wav,200000.0,50000.0,4.0,8PSK,"CONV+RS(255,223)",16,-33.28,20.51,PLAINTEXT,245,TELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BUS_OKTELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BUS_OKTELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BU,54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255535f4f4b54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255535f4f4b54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255
WAV_073,capture_073.wav,wav,200000.0,50000.0,4.0,16-QAM,LDPC,1,-283.22,27.37,PLAINTEXT,91,RADAR_TRACK_REPORT_AZ_045_EL_12_RNG_85KM: DOPPLER_FREQ_SHIFT_320HZ_CONFIRM_FRIENDLY_WAV_073,52414441525f545241434b5f5245504f52545f415a5f3034355f454c5f31325f524e475f38354b4d3a20444f50504c45525f465245515f53484946545f333230485a5f434f4e4649524d5f465249454e444c595f5741565f303733
WAV_074,capture_074.wav,wav,200000.0,50000.0,4.0,2-FSK,NONE,1,292.83,33.24,PLAINTEXT,90,GROUND_STATION_TELEMETRY_LINK_SYNC: FRAME_SEQ_10482_RSSI_NEG72DBM_SNR_24DB_LOCK_OK_WAV_074,47524f554e445f53544154494f4e5f54454c454d455452595f4c494e4b5f53594e433a204652414d455f5345515f31303438325f525353495f4e4547373244424d5f534e525f323444425f4c4f434b5f4f4b5f5741565f303734
WAV_075,capture_075.wav,wav,200000.0,50000.0,4.0,4-FSK,CONV,1,198.75,31.55,ENCRYPTED,64,,01638354531bc6c89ebe7481c2629361d412974a2d770f9ae3b3186e13c419b177e821dac6498e418ea12968043af2b1ab73423e3e2d630862577d87d435f315
WAV_076,capture_076.wav,wav,200000.0,50000.0,4.0,2-FSK,"RS(255,223)",16,145.48,24.71,PLAINTEXT,219,UHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_ID_7781_MODULATION_LOCKED_CRC32_OKUHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_ID_7781_MODULATION_LOCKED_CRC32_OKUHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_I,5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49445f373738315f4d4f44554c4154494f4e5f4c4f434b45445f43524333325f4f4b5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49445f373738315f4d4f44554c4154494f4e5f4c4f434b45445f43524333325f4f4b5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49
WAV_077,capture_077.wav,wav,200000.0,50000.0,4.0,4-FSK,"CONV+RS(255,223)",1,462.27,24.64,PLAINTEXT,245,TACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_ALL_SYSTEMS_GOTACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_ALL_SYSTEMS_GOTACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_A,544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f414c4c5f53595354454d535f474f544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f414c4c5f53595354454d535f474f544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f41
WAV_078,capture_078.wav,wav,200000.0,50000.0,4.0,BPSK,LDPC,1,557.31,32.14,PLAINTEXT,95,ACARS_AERODROME_FLIGHT_IX204: POSITION_LAT_28.6139_LON_77.2090_ALT_34000FT_SPEED_480KTS_WAV_078,41434152535f4145524f44524f4d455f464c494748545f49583230343a20504f534954494f4e5f4c41545f32382e363133395f4c4f4e5f37372e323039305f414c545f333430303046545f53504545445f3438304b54535f5741565f303738
WAV_079,capture_079.wav,wav,200000.0,50000.0,4.0,QPSK,NONE,1,265.29,29.58,PLAINTEXT,93,COSPAS_SARSAT_EMERGENCY_LOCATOR_HEX_A3F982B001: LAT_12.9716_LON_77.5946_STATUS_ACTIVE_WAV_079,434f535041535f5341525341545f454d455247454e43595f4c4f4341544f525f4845585f413346393832423030313a204c41545f31322e393731365f4c4f4e5f37372e353934365f5354415455535f4143544956455f5741565f303739
WAV_080,capture_080.wav,wav,200000.0,50000.0,4.0,8PSK,CONV,1,-591.26,21.38,ENCRYPTED,64,,aa67327ae24734cc0bb318d6b43fedc9ae02cd4b3ad9ab9f526e4dd3e8d66f1619509445e2f8a7e3b2ed1cb57f9d3c807473f54d1ee410cc03ecf1866b5be1cd
WAV_081,capture_081.wav,wav,200000.0,50000.0,4.0,16-QAM,"RS(255,223)",1,390.19,28.47,PLAINTEXT,219,WEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT_VIS_9999_SKC_TEMP_28_DP_22_QNH_1012_NOSIGWEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT_VIS_9999_SKC_TEMP_28_DP_22_QNH_1012_NOSIGWEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT,574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b545f5649535f393939395f534b435f54454d505f32385f44505f32325f514e485f313031325f4e4f534947574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b545f5649535f393939395f534b435f54454d505f32385f44505f32325f514e485f313031325f4e4f534947574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b54
WAV_082,capture_082.wav,wav,200000.0,50000.0,4.0,BPSK,"CONV+RS(255,223)",4,273.23,32.09,PLAINTEXT,245,TELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BUS_OKTELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BUS_OKTELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BU,54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255535f4f4b54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255535f4f4b54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255
WAV_083,capture_083.wav,wav,200000.0,50000.0,4.0,QPSK,LDPC,1,-174.37,27.76,PLAINTEXT,91,RADAR_TRACK_REPORT_AZ_045_EL_12_RNG_85KM: DOPPLER_FREQ_SHIFT_320HZ_CONFIRM_FRIENDLY_WAV_083,52414441525f545241434b5f5245504f52545f415a5f3034355f454c5f31325f524e475f38354b4d3a20444f50504c45525f465245515f53484946545f333230485a5f434f4e4649524d5f465249454e444c595f5741565f303833
